id,news,trigger,object,subject,time,location
5092,”厉华介绍，天水行营参谋处处长盛文立即起身发言，说第二战区之所以没有完成冬季作战的任务，是因为山西新军叛变，十八集团军公开掩护叛军，袭击友军，不让友军与民众接近，因此作战困难；冀察战区没有完成作战任务，也是因为十八集团军屡次袭击鹿钟麟、石友三等部，给日军以“扫荡”的机会,袭击,十八集团军,石友三等部,,
5092,”厉华介绍，天水行营参谋处处长盛文立即起身发言，说第二战区之所以没有完成冬季作战的任务，是因为山西新军叛变，十八集团军公开掩护叛军，袭击友军，不让友军与民众接近，因此作战困难；冀察战区没有完成作战任务，也是因为十八集团军屡次袭击鹿钟麟、石友三等部，给日军以“扫荡”的机会,没有完成,第二战区,冬季作战的任务,,
5092,”厉华介绍，天水行营参谋处处长盛文立即起身发言，说第二战区之所以没有完成冬季作战的任务，是因为山西新军叛变，十八集团军公开掩护叛军，袭击友军，不让友军与民众接近，因此作战困难；冀察战区没有完成作战任务，也是因为十八集团军屡次袭击鹿钟麟、石友三等部，给日军以“扫荡”的机会,叛变,山西新军,,,
5092,”厉华介绍，天水行营参谋处处长盛文立即起身发言，说第二战区之所以没有完成冬季作战的任务，是因为山西新军叛变，十八集团军公开掩护叛军，袭击友军，不让友军与民众接近，因此作战困难；冀察战区没有完成作战任务，也是因为十八集团军屡次袭击鹿钟麟、石友三等部，给日军以“扫荡”的机会,掩护,十八集团军,叛军,,
5092,”厉华介绍，天水行营参谋处处长盛文立即起身发言，说第二战区之所以没有完成冬季作战的任务，是因为山西新军叛变，十八集团军公开掩护叛军，袭击友军，不让友军与民众接近，因此作战困难；冀察战区没有完成作战任务，也是因为十八集团军屡次袭击鹿钟麟、石友三等部，给日军以“扫荡”的机会,袭击,十八集团军,友军,,
5092,”厉华介绍，天水行营参谋处处长盛文立即起身发言，说第二战区之所以没有完成冬季作战的任务，是因为山西新军叛变，十八集团军公开掩护叛军，袭击友军，不让友军与民众接近，因此作战困难；冀察战区没有完成作战任务，也是因为十八集团军屡次袭击鹿钟麟、石友三等部，给日军以“扫荡”的机会,没有完成,冀察战区,作战任务,,
5096,“叶剑英在之后的发言中，首先从华北战场入手，分析华北战场的敌我态势，介绍了我军的战略战术，以及若干具体战役和战果,分析,叶剑英,华北战场的敌我态势,,
5096,“叶剑英在之后的发言中，首先从华北战场入手，分析华北战场的敌我态势，介绍了我军的战略战术，以及若干具体战役和战果,介绍,叶剑英,若干具体战役和战果,,华北
5098,1939年7月20日下午，中国女子大学在延安中央大礼堂举行开学典礼，在延安的中央政治局领导全体出席,举行,中国女子大学,开学典礼,1939年7月20日下午,延安中央
5098,1939年7月20日下午，中国女子大学在延安中央大礼堂举行开学典礼，在延安的中央政治局领导全体出席,出席,中央政治局领导全体,开学典礼,,
5099,1924年至1925年，他在中共创办的上海大学社会科学系读书，受到当时任教的瞿秋白、任弼时等人的影响，接触了马列主义，参加了进步组织上海台湾青年会，组建了新的旅沪台湾同乡会,创办,中共,上海大学,1924年至1925年,
5099,1924年至1925年，他在中共创办的上海大学社会科学系读书，受到当时任教的瞿秋白、任弼时等人的影响，接触了马列主义，参加了进步组织上海台湾青年会，组建了新的旅沪台湾同乡会,读书,他在,上海大学社会科学系,1924年至1925年,
5099,1924年至1925年，他在中共创办的上海大学社会科学系读书，受到当时任教的瞿秋白、任弼时等人的影响，接触了马列主义，参加了进步组织上海台湾青年会，组建了新的旅沪台湾同乡会,参加,他,进步组织上海台湾青年会,1924年至1925年,
5099,1924年至1925年，他在中共创办的上海大学社会科学系读书，受到当时任教的瞿秋白、任弼时等人的影响，接触了马列主义，参加了进步组织上海台湾青年会，组建了新的旅沪台湾同乡会,组建,他,新的旅沪台湾同乡会,,
5101,1934年1月作为台湾代表，蔡孝乾参加了在瑞金召开的中华苏维埃“二大”，并被选为主席团成员、中华苏维埃共和国中央执委,参加,蔡孝乾,中华苏维埃“二大,1934年1月,瑞金
5101,1934年1月作为台湾代表，蔡孝乾参加了在瑞金召开的中华苏维埃“二大”，并被选为主席团成员、中华苏维埃共和国中央执委,作为,蔡孝乾,台湾代表,1934年1月,
5101,1934年1月作为台湾代表，蔡孝乾参加了在瑞金召开的中华苏维埃“二大”，并被选为主席团成员、中华苏维埃共和国中央执委,选为,蔡孝乾,中华苏维埃共和国中央执委,1934年1月,
5102,1934年10月，他参加中国工农红军长征，是长征中唯一的台籍共产党人,参加,他,中国工农红军长征,1934年10月,
5103,这天，在天安门广场举行了庆祝“文革”发动的大会，北京和外地的100万红卫兵师生(以下统称红卫兵)参加了大会,举行,庆祝“文革”发动的大会,,,天安门广场
5103,这天，在天安门广场举行了庆祝“文革”发动的大会，北京和外地的100万红卫兵师生(以下统称红卫兵)参加了大会,参加,外地的100万红卫兵师生,大会,,天安门广场
5107,他们摇着旗高呼:“毛主席参加了我们的红卫兵，是对我们的最大支持和鼓舞,参加,毛主席,红卫兵,,
5109,1949年12月，毛泽东访苏会见斯大林，孙维世担任代表团的翻译组长，一直在毛泽东和周恩来身边做机要工作，她勤勤恳恳，严守纪律，受到了领导人的表扬,会见,毛泽东,斯大林,1949年12月,
5109,1949年12月，毛泽东访苏会见斯大林，孙维世担任代表团的翻译组长，一直在毛泽东和周恩来身边做机要工作，她勤勤恳恳，严守纪律，受到了领导人的表扬,访苏,毛泽东,,1949年12月,
5109,1949年12月，毛泽东访苏会见斯大林，孙维世担任代表团的翻译组长，一直在毛泽东和周恩来身边做机要工作，她勤勤恳恳，严守纪律，受到了领导人的表扬,担任,孙维世,代表团的翻译组长,1949年12月,
5110,与此同时，她参与中国儿童艺术剧院的建院工作，并翻译和导演了苏联童话剧《小白兔》,参与,她,中国儿童艺术剧院的建院工作,,
5110,与此同时，她参与中国儿童艺术剧院的建院工作，并翻译和导演了苏联童话剧《小白兔》,翻译,她,苏联童话剧《小白兔》,,
5110,与此同时，她参与中国儿童艺术剧院的建院工作，并翻译和导演了苏联童话剧《小白兔》,导演,,苏联童话剧《小白兔》,,
5111,金山的回忆文章《莫将血恨付秋风》中说，在金山和孙维世结婚的那天也就是1950年10月14日，江青找到孙维世，故意拉近孙维世问道：“你为什么不上我那去,找到,江青,孙维世,1950年10月14日,金山
5111,金山的回忆文章《莫将血恨付秋风》中说，在金山和孙维世结婚的那天也就是1950年10月14日，江青找到孙维世，故意拉近孙维世问道：“你为什么不上我那去,结婚,孙维世,,1950年10月14日,
5112,美术家刘海粟首创男女同校，采用人体模特儿和旅行写生，曾被责骂为“艺术叛徒”,首创,美术家刘海粟,男女同校,,
5112,美术家刘海粟首创男女同校，采用人体模特儿和旅行写生，曾被责骂为“艺术叛徒”,采用,美术家刘海粟,人体模特儿和旅行写生,,
5115,1957年4月16日，周恩来为来访的苏联最高苏维埃主席团主席伏罗希洛夫举行盛大酒会,举行,周恩来,盛大酒会,1957年4月16日,
5116,周恩来介绍原国民党高级将领卫立煌时说:“国共两党过去已有了两次合作的过程了,已有,国共两党,两次合作,,
5117,特别是乡下来信说，湖南有些地区粮食歉收，发生了粮荒，不知情况会糟到什么程度,发生,湖南有些地区,粮荒,,
5119,”因而，毛泽东选择入朝部队最高指挥员是十分慎重的，为此，将东北边防军司令员的位置空缺，等了粟裕近三个月，林彪近一个月的时间,等了,毛泽东,粟裕近三个月,,
5119,”因而，毛泽东选择入朝部队最高指挥员是十分慎重的，为此，将东北边防军司令员的位置空缺，等了粟裕近三个月，林彪近一个月的时间,等了,毛泽东,林彪近一个月的时间,,
5120,毛泽东和军委为何最初选择粟裕、林彪担任入朝部队最高指挥员,选择,军委,林彪担任入朝部队最高指挥员,,
5120,毛泽东和军委为何最初选择粟裕、林彪担任入朝部队最高指挥员,担任,林彪,入朝部队最高指挥员,,
5121,1950年9月，陈毅在北京出席中共中央召开的各大军区负责人会议，商量出兵朝鲜的问题时，他对毛泽东说：我如今虽担负地方工作，但只要前线需要，一声令下我马上可以穿上军装去朝鲜作战,出席,陈毅,各大军区负责人会议,1950年9月,北京
5121,1950年9月，陈毅在北京出席中共中央召开的各大军区负责人会议，商量出兵朝鲜的问题时，他对毛泽东说：我如今虽担负地方工作，但只要前线需要，一声令下我马上可以穿上军装去朝鲜作战,召开,中共中央,各大军区负责人会议,1950年9月,北京
5123,但1947年8月挺进中原后，指挥的中原野战军只有7个纵队12万人，并率部参加了淮海战役,参加,中原野战军,淮海战役,1947年8月,
5127,毛泽东在机场向记者发表书面谈话:“现在抗日战争胜利结束，中国即将进入和平建设时期，当前时机极为重要,发表,毛泽东,书面谈话,,机场
5127,毛泽东在机场向记者发表书面谈话:“现在抗日战争胜利结束，中国即将进入和平建设时期，当前时机极为重要,胜利,抗日战争,结束,,
5128,毛泽东等到达重庆，受到各阶层民众的热烈欢迎，在国内外引起巨大反响,到达,毛泽东等,重庆,,
5129,《新华日报》发表四位读者来信说:“毛泽东先生毅然来渝，使我们过去所听到的对中国共产党的一切诬词和误解，完全粉碎了,来,毛泽东,渝,,
5129,《新华日报》发表四位读者来信说:“毛泽东先生毅然来渝，使我们过去所听到的对中国共产党的一切诬词和误解，完全粉碎了,粉碎,毛泽东先生毅然来渝,对中国共产党的一切诬词和误解,,
5133,还在1943年时，德军就建立起了一个东方部队司令部，把所有的苏联投敌者的武装都聚集起来,建立,德军,一个东方部队司令部,1943年,
5134,本文原载于《翻阅日历》2009年第9期1948年秋，共产党员杜任之找到傅作义的老师刘后同，希望他能说服傅作义，效仿吴化文，帮助解放军像解放济南那样解放北平，刘后同不以为然地摇了摇头说：“吴化文是投降将军，傅作义是杀头将军，以宜生（傅作义）的个性，你认为他会投降中共吗,找到,共产党员杜任之,傅作义的老师刘后同,,济南
5134,本文原载于《翻阅日历》2009年第9期1948年秋，共产党员杜任之找到傅作义的老师刘后同，希望他能说服傅作义，效仿吴化文，帮助解放军像解放济南那样解放北平，刘后同不以为然地摇了摇头说：“吴化文是投降将军，傅作义是杀头将军，以宜生（傅作义）的个性，你认为他会投降中共吗,解放,解放军,济南,,
5135,而听说傅作义回来参加政协，与会的其他军队代表就没有好态度了,参加,傅作义,政协,,
5136,1947年底，蒋介石成立华北“剿总”，将华北军政大权交给傅作义,成立,蒋介石,华北“剿总,1947年底,
5136,1947年底，蒋介石成立华北“剿总”，将华北军政大权交给傅作义,交给,蒋介石,华北军政大权,,
5137,1980年7月24日，姚文元在秦城监狱接受审讯时，这么交待那次中共中央政治局会议上的交锋：姚文元：讨论时，汪东兴说，现在宣传上要注意，不要多去讲“按既定方针办”，还是要宣传中央两个文件,接受,姚文元,审讯,1980年7月24日,秦城监狱
5139,毛泽东执行“左”倾路线的湘南特委，派特委军事部长周鲁到江西宁冈砻市的龙江书院，批评毛泽东“行动太右”、“烧杀太少”,执行,毛泽东,左”倾路线的湘南特委,,
5139,毛泽东执行“左”倾路线的湘南特委，派特委军事部长周鲁到江西宁冈砻市的龙江书院，批评毛泽东“行动太右”、“烧杀太少”,到,军事部长周鲁,龙江书院,,江西宁冈砻市
5140,更令人震惊的是，周鲁居然宣布开除毛泽东的党籍,宣布,周鲁,开除毛泽东的党籍,,
5141,周鲁当时任中共湘南特委军事部长、省军委特派员，他作为湘南特委代表到井冈山，哪有权力开除毛泽东的党籍呢,任,周鲁,省军委特派员,,
5141,周鲁当时任中共湘南特委军事部长、省军委特派员，他作为湘南特委代表到井冈山，哪有权力开除毛泽东的党籍呢,作为,周鲁,湘南特委代表,,
5141,周鲁当时任中共湘南特委军事部长、省军委特派员，他作为湘南特委代表到井冈山，哪有权力开除毛泽东的党籍呢,到,周鲁,井冈山,,
5144,原来是1927年11月9日至10日中共中央临时政治局在上海召开扩大会议作出的决议,召开,中共中央临时政治局,扩大会议,1927年11月9日至10日,上海
5147,”（张颖：《风雨往事：维特克采访江青实录》，河南人民出版社，1997年版，第20页）8月12日下午，江青在人民大会堂江苏厅接受了维特克的采访,采访,维特克,江青,,
5147,”（张颖：《风雨往事：维特克采访江青实录》，河南人民出版社，1997年版，第20页）8月12日下午，江青在人民大会堂江苏厅接受了维特克的采访,接受,江青,维特克的采访,8月12日下午,人民大会堂江苏厅
5148,当年6月19日人民日报报道新会农民周汉生用水稻与高粱杂交获得一种优良水稻新品种,报道,人民日报,新会农民周汉生用水稻与高粱杂交获得一种优良水稻新品种,6月19日,
5148,当年6月19日人民日报报道新会农民周汉生用水稻与高粱杂交获得一种优良水稻新品种,获得,周汉生,一种优良水稻新品种,,
5149,对此，中共中央经过严密侦察后慎重做出决定，派潘汉年处理此事,派,中共中央,潘汉年处理此事,,
5150,尔后，双方一同北上，先后到达上海、南京，多次洽谈了合作事项，取得了一定的谅解,到达,双方,南京,,
5152,在此紧迫形势下，潘汉年及时沟通了国共双方的联络，使宋子文、宋美龄得以先后飞赴西安,沟通,潘汉年,国共双方的联络,,
5152,在此紧迫形势下，潘汉年及时沟通了国共双方的联络，使宋子文、宋美龄得以先后飞赴西安,飞赴,宋美龄,西安,,
5153,我找到田师傅问：“这有饭菜吗,找到,我,田师傅,,
5156,六月一日，在陈伯达率领的工作组主持下，《人民日报》发表了一篇火药味十分浓的社论——《横扫一切牛鬼蛇神》,发表,人民日报,《横扫一切牛鬼蛇神》,,
5157,第二天，《人民日报》又全文刊登这张大字报，并且发表了一篇由王力、关锋起草的《欢呼北大的一张大字报》的评论员文章,刊登,人民日报,这张大字报,,
5157,第二天，《人民日报》又全文刊登这张大字报，并且发表了一篇由王力、关锋起草的《欢呼北大的一张大字报》的评论员文章,起草,关锋,《欢呼北大的一张大字报》,,
5157,第二天，《人民日报》又全文刊登这张大字报，并且发表了一篇由王力、关锋起草的《欢呼北大的一张大字报》的评论员文章,发表,人民日报,《欢呼北大的一张大字报》,,
5158,近日《党史文苑》发表《毛泽东亿万稿酬的争议》一文，透露毛泽东著作的稿酬累计加上利息，共有1.3121亿元人民币,发表,党史文苑,毛泽东亿万稿酬的争议,,
5158,近日《党史文苑》发表《毛泽东亿万稿酬的争议》一文，透露毛泽东著作的稿酬累计加上利息，共有1.3121亿元人民币,稿酬,毛泽东,有1.3121亿元人民币,,
5159,胶县公安局和人民检察院在接案后，立即组织专案组进行侦查定罪,接案,人民检察院,,,
5159,胶县公安局和人民检察院在接案后，立即组织专案组进行侦查定罪,组织,人民检察院,专案组进行侦查定罪,,
5160,李敏，1963年就与丈夫孔令华一起离开高墙大院、离开父亲,离开,孔令华,离开父亲,1963年,
5162,儿子孔继宁，发起成立了北京东方昆仑文化传播公司，女儿孔冬梅则创办北京东润菊香书屋有限公司并亲自担任董事长，也算各有所成,成立,孔继宁,北京东方昆仑文化传播公司,,
5162,儿子孔继宁，发起成立了北京东方昆仑文化传播公司，女儿孔冬梅则创办北京东润菊香书屋有限公司并亲自担任董事长，也算各有所成,创办,女儿孔冬梅,北京东润菊香书屋有限公司,,
5162,儿子孔继宁，发起成立了北京东方昆仑文化传播公司，女儿孔冬梅则创办北京东润菊香书屋有限公司并亲自担任董事长，也算各有所成,担任,女儿孔冬梅,董事长,,
5164,以1964年11月16日我国第一颗原子弹爆炸为例，片子从1961年7月中共中央作出《关于加强原子能工业建设若干问题的决定》开始，在3年多的时间里，涵盖了多方面的设计、实验、准备，直至成功进行第一次核试爆的一系列机密内容,爆炸,我国第一颗原子弹,,1964年11月16日,
5164,以1964年11月16日我国第一颗原子弹爆炸为例，片子从1961年7月中共中央作出《关于加强原子能工业建设若干问题的决定》开始，在3年多的时间里，涵盖了多方面的设计、实验、准备，直至成功进行第一次核试爆的一系列机密内容,作出,中共中央,《关于加强原子能工业建设若干问题的决定,1961年7月,
5168,他找到李先念等老同志交换对王洪文这句话的看法，说：“10年之后，我们这些人变成什么样子,找到,他,李先念等老同志,,
5170,至1940年夏，日军在华北地区建立了3000余个据点、1万多个碉堡、5000余公里铁路、3万余公里公路,建立,日军,3万余公里公路,1940年夏,华北地区
5171,1940年6月7日，八路军总部公开宣布：抗战以来，八路军正规部队已由３年前的４万多人发展到50万人，创造了包括将近１亿人口的解放区和游击区,宣布,八路军,,,
5171,1940年6月7日，八路军总部公开宣布：抗战以来，八路军正规部队已由３年前的４万多人发展到50万人，创造了包括将近１亿人口的解放区和游击区,发展,八路军正规部队,到50万人,,
5172,八路军总部还于1940年7月7日公布：３年来八路军收复县城150座，毙、伤、俘敌伪40万人,公布,八路军总部,毙、伤、俘敌伪40万人,1940年7月7日,
5175,晚九时，根据毛泽东的意见，周恩来主持召开中共中央政治局会议，邓小平参加,召开,周恩来,中共中央政治局会议,,
5175,晚九时，根据毛泽东的意见，周恩来主持召开中共中央政治局会议，邓小平参加,参加,邓小平,中共中央政治局会议,,
5176,邓小平正式恢复国务院副总理工作,恢复,邓小平,国务院副总理工作,,
5177,4月1日下午，周恩来召集中央国家机关各部委负责人开会，宣布中央政治局决定，恢复邓小平党的组织生活和国务院副总理职务,召集,周恩来,中央国家机关各部委负责人开会,4月1日下午,
5177,4月1日下午，周恩来召集中央国家机关各部委负责人开会，宣布中央政治局决定，恢复邓小平党的组织生活和国务院副总理职务,恢复,中央政治局,国务院副总理职务,4月1日下午,
5177,4月1日下午，周恩来召集中央国家机关各部委负责人开会，宣布中央政治局决定，恢复邓小平党的组织生活和国务院副总理职务,宣布,中央政治局,国务院副总理职务,4月1日下午,
5178,墨西哥总统来访，小平同志参加接待,参加,小平同志,接待,,
5178,墨西哥总统来访，小平同志参加接待,来访,,,,
5179,1934年，在党组织的资助下，父亲考入焦作扶轮中学，并被选为学校学生救国会委员，积极参加我党领导的革命活动,考入,父亲,焦作扶轮中学,1934年,
5179,1934年，在党组织的资助下，父亲考入焦作扶轮中学，并被选为学校学生救国会委员，积极参加我党领导的革命活动,被选为,父亲,学校学生救国会委员,,
5179,1934年，在党组织的资助下，父亲考入焦作扶轮中学，并被选为学校学生救国会委员，积极参加我党领导的革命活动,参加,父亲,我党领导的革命活动,,
5180,洛阳是敌占区，为了党组织的安全，就以家庭为掩护秘密开展工作，父亲是这个家庭的成员，当小弟弟，还有两位地下党同志装扮一对夫妻，父亲称他们姐姐、姐夫，这个特殊的家庭就是当时中共豫西特委和洛阳陇海铁路地下党机关,是,洛阳,敌占区,,
5181,父亲利用在陇海铁路运输便利条件，很快到达西安七贤庄八路军办事处，任务是护送从延安来的名叫胡服的首长,到达,父亲,西安七贤庄八路军办事处,,
5181,父亲利用在陇海铁路运输便利条件，很快到达西安七贤庄八路军办事处，任务是护送从延安来的名叫胡服的首长,护送,父亲,延安来的名叫胡服的首长,,
5182,当时，父亲动员组织不少青年去了延安,组织,父亲,青年去了延安,,
5183,1940年4月在中共中央党校学习结束后，父亲参加了中央组织部组织的中央党校实习团，到陕甘宁边区安定县实习,参加,父亲,中央组织部组织的中央党校实习团,1940年4月,
5184,1972年2月，中美双方发表了联合公报,发表,中美双方,联合公报,1972年2月,
5185,之后，基辛格失望地登机离开中国,离开,基辛格,中国,,
5186,哪知几天后，周恩来接到中央办公厅通知，要他参加“批评”“帮助”他的政治局会议,参加,周恩来,政治局会议,,
5187,原来有人向毛泽东汇报说他擅自作主会见基辛格，不符合外交原则，并且还在会谈中说了“软话”,会见,他,基辛格,,
5188,1927年11月中央临时政治局扩人会议作出开除毛泽东政治局候补委员的决定，奉命来传达决定的人还误传为开除毛泽东党籍，致使毛泽东有一阵子在党内沦为“民主人士”,作出,中央临时政治局扩人会议,开除毛泽东政治局候补委员的决定,1927年11月,
5189,毛泽东对“二月来信”的批评和决定提出抗辩,提出,毛泽东,抗辩,,
5192,毛泽东这才有“春风得意”、驰骋赣南之举，也才有机会在随后建立的红一军团出任败治委员”,出任,毛泽东,败治委员,,
5193,谢步升家境贫穷，1929年参加工农武装暴动，任云集暴动队队长,参加,谢步,工农武装暴动,1929年,
5193,谢步升家境贫穷，1929年参加工农武装暴动，任云集暴动队队长,任,谢步,云集暴动队队长,1929年,
5194,谢步升不服，向中华苏维埃共和国临时最高法庭提出上诉,提出,谢步,上诉,,
5195,当日下午，红都瑞金响起了苏维埃临时中央政府成立后第一声惩治腐败分子的枪声,响起,红都瑞金,苏维埃临时中央政府成立后第一声惩治腐败分子的枪声,,
5197,中央人民委员会即令中央工农检察部、中央总务厅抓紧审查，结果发现左祥云在任职期间有勾结反动分子，贪污公款246.7元，并盗窃公章，企图逃跑等行为，犯有严重罪行,发现,中央总务厅,犯有严重罪行,,
5197,中央人民委员会即令中央工农检察部、中央总务厅抓紧审查，结果发现左祥云在任职期间有勾结反动分子，贪污公款246.7元，并盗窃公章，企图逃跑等行为，犯有严重罪行,令,中央总务厅抓紧审查,中央工农检察部,,
5197,中央人民委员会即令中央工农检察部、中央总务厅抓紧审查，结果发现左祥云在任职期间有勾结反动分子，贪污公款246.7元，并盗窃公章，企图逃跑等行为，犯有严重罪行,抓紧审查,中央总务厅,,,
5198,1934年1月4日中央人民委员会公布了对“中央总务厅长赵宝成撤职，管理处长徐毅拘押讯办”的决定,公布,中央人民委员会,管理处长徐毅拘押讯办”的决定,1934年1月4日,
5200,本文摘自《王光美访谈录》，作者：黄铮，原题：中央文献出版社黄峥：光美同志，1959年夏天，中共中央在江西庐山召开政治局扩大会议，后来又接着开八届八中全会,召开,中共中央,政治局扩大会议,1959年夏天,江西庐山
5200,本文摘自《王光美访谈录》，作者：黄铮，原题：中央文献出版社黄峥：光美同志，1959年夏天，中共中央在江西庐山召开政治局扩大会议，后来又接着开八届八中全会,开,中共中央,八届八中全会,1959年夏天,江西庐山
5201,此前，于3月13日，彭德怀同杨尚昆对于集中红军主力攻打鲁班场敌周浑元部向中革军委提出了意见：由于时间仓促，地形不利，敌阵地工事坚固，攻破周敌的可能很小，应迅速脱离当面之敌，控制仁怀、茅台西渡，吸引滇、川两敌向西，寻求战机,提出,杨尚昆,意见,,
5202,3月15日拂晓，红军各主力部队先后进入指定地点，向敌阵地进攻，遭到敌人猛烈反击，屡攻不下，形成对峙,形成,红军各主力部队,对峙,3月15日拂晓,
5204,治理根据地也要依靠民主和法制，1940年8月他主持制定了《中共中央北方局关于晋察冀边区目前施政纲领》,制定,他,中共中央北方局关于晋察冀边区目前施政纲领,1940年8月,
5205,他参与了新中国第一部宪法的起草,参与,他,新中国第一部宪法的起草,,
5206,彭真重新开始工作后，在三个月时间里领导制定了包括《刑法》在内的七部重要的法律，是立法史上的奇迹,制定,领导,包括《刑法》在内的七部重要的法律,,
5207,当年，毛远新在政界也一帆风顺，27岁就担任了辽宁省革命委员会副主任，1975年又当上了毛泽东与中央政治局之间的联络员，代表毛泽东参与中央的工作,参与,毛远新,中央的工作,,
5207,当年，毛远新在政界也一帆风顺，27岁就担任了辽宁省革命委员会副主任，1975年又当上了毛泽东与中央政治局之间的联络员，代表毛泽东参与中央的工作,担任,毛远新,辽宁省革命委员会副主任,,
5207,当年，毛远新在政界也一帆风顺，27岁就担任了辽宁省革命委员会副主任，1975年又当上了毛泽东与中央政治局之间的联络员，代表毛泽东参与中央的工作,当上,毛远新,毛泽东与中央政治局之间的联络员,,
5208,朱丹华向毛泽东提出：“小豆子”(毛远新的小名)想在北京上学,提出,朱丹华,“小豆子”(毛远新的小名)想在北京上学,,
5209,本文摘自《邓小平改变中国》，叶永烈著，江西人民出版社出版毛泽东曾四次否定了自己选定的接班人华国锋的“英明领袖”地位，是毛泽东生前指定的,改变,邓小平,中国,,
5209,本文摘自《邓小平改变中国》，叶永烈著，江西人民出版社出版毛泽东曾四次否定了自己选定的接班人华国锋的“英明领袖”地位，是毛泽东生前指定的,否定,毛泽东,华国锋的“英明领袖”地位,,
5210,毛泽东第二回选择了林彪作为接班人,选择,毛泽东,林彪作为接班人,,
5211,毛泽东第四次选择接班人又告失败,选择,毛泽东,接班人,,
5211,毛泽东第四次选择接班人又告失败,选择,毛泽东,接班人又告失败,,
5212,1957年1月，中共中央在北京召开了省、市、自治区党委书记会议，讨论思想动向问题,召开,中共中央,省、市、自治区党委书记会议,1957年1月,北京
5212,1957年1月，中共中央在北京召开了省、市、自治区党委书记会议，讨论思想动向问题,讨论,省、市、自治区党委书记会议,思想动向问题,1957年1月,
5214,1950年8月18日，郑州部分搬运工人因搬运公司有关负责人工作上的官僚主义和失误，加上坏人煽动，发生了围攻、扣押公司经理、割断电话线、哄抢枪支、砸毁办公室的事件,发生,郑州部分搬运工人,围攻、扣押公司经理、割断电话线、哄抢枪支、砸毁办公室的事件,1950年8月18日,
5215,"就在传达林彪集团罪状的过程中,不断报来各地出现的不同反应：国家计委军代表苏静向局级以上干部传达中共中央关于林彪叛国出逃的通知时,出乎意外地没有遇到以往那种高呼口号热烈响应的场景,而是面对死一般的沉寂,良久,干部中甚至还响起了哭泣声；某野战军连队传达通知时,甚至有战士当场愤怒地拉开枪栓,要打死台上那个“诬陷林副主席”的“坏蛋”",传达,国家计委军代表苏静,林彪叛国出逃的通知,,
5215,"就在传达林彪集团罪状的过程中,不断报来各地出现的不同反应：国家计委军代表苏静向局级以上干部传达中共中央关于林彪叛国出逃的通知时,出乎意外地没有遇到以往那种高呼口号热烈响应的场景,而是面对死一般的沉寂,良久,干部中甚至还响起了哭泣声；某野战军连队传达通知时,甚至有战士当场愤怒地拉开枪栓,要打死台上那个“诬陷林副主席”的“坏蛋”",没有遇到,林彪叛国出逃的通知,高呼口号热烈响应的场景,,
5215,"就在传达林彪集团罪状的过程中,不断报来各地出现的不同反应：国家计委军代表苏静向局级以上干部传达中共中央关于林彪叛国出逃的通知时,出乎意外地没有遇到以往那种高呼口号热烈响应的场景,而是面对死一般的沉寂,良久,干部中甚至还响起了哭泣声；某野战军连队传达通知时,甚至有战士当场愤怒地拉开枪栓,要打死台上那个“诬陷林副主席”的“坏蛋”",面对,关于林彪叛国出逃的通知,死一般的沉寂,,
5215,"就在传达林彪集团罪状的过程中,不断报来各地出现的不同反应：国家计委军代表苏静向局级以上干部传达中共中央关于林彪叛国出逃的通知时,出乎意外地没有遇到以往那种高呼口号热烈响应的场景,而是面对死一般的沉寂,良久,干部中甚至还响起了哭泣声；某野战军连队传达通知时,甚至有战士当场愤怒地拉开枪栓,要打死台上那个“诬陷林副主席”的“坏蛋”",拉开,有战士,枪栓,,
5216,”贺龙坚决执行中央这一方针，在打击分裂势力，促进西藏和平解放方面起了重要作用,执行,贺龙,中央这一方针,,
5216,”贺龙坚决执行中央这一方针，在打击分裂势力，促进西藏和平解放方面起了重要作用,起,贺龙坚决执行中央这一方针,重要作用,,
5217,班禅拥护新中国，支持中央人民政府，对于解决西藏问题，是十分有利的,支持,班禅,中央人民政府,,西藏
5217,班禅拥护新中国，支持中央人民政府，对于解决西藏问题，是十分有利的,拥护,班禅,新中国,,
5218,但是，毛泽东也考虑到，解决西藏问题，光靠西北军区还不行，西南地区与西藏相邻并且历史联系密切，西南军区也应该参与解决,参与,西南军区,解决,,
5219,为了让陈阿大尽快入党，张春桥和姚文元亲自到良工阀门厂，召开整党建党座谈会，动员陈阿大入党,召开,张春桥和姚文元,整党建党座谈会,,良工阀门厂
5219,为了让陈阿大尽快入党，张春桥和姚文元亲自到良工阀门厂，召开整党建党座谈会，动员陈阿大入党,到,姚文元,良工阀门厂,,
5219,为了让陈阿大尽快入党，张春桥和姚文元亲自到良工阀门厂，召开整党建党座谈会，动员陈阿大入党,动员,姚文元,陈阿大入党,,
5220,彭德怀敢言的性格一点没变，他一针见血指出了花果山煤矿存在的弊病，在那个报喜不报忧的年代，人们都为他捏把汗,指出,彭德怀,花果山煤矿存在的弊病,,
5221,在1966年5月下旬视察完川东大足重型汽车厂工地后，他突然接到西南三线建委的电话，让他马上返回成都，学习中共中央“五一六”通知，正如彭德怀之前所预料的，暴风雨还是真真切切地来临了，“文化大革命”拉开了序幕，一场批判会正等待着他,接到,他,西南三线建委的电话,1966年5月下旬,
